year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,full_name
1982,Juan-Ramon,,Malagelada,"[""Hospital Univ Vall d'Hebron""]",['Gastroenterology'],['Gastroenterology'],['ASCI'],[],[],,juan-ramon malagelada
1982,Ronald,P,McCaffrey,[],[],[],['ASCI'],[],[],,ronald p mccaffrey
1982,Jiri,F.,Mestecky,['University of Alabama at Birmingham School of Medicine'],"['Microbiology', 'Immunology', 'Vaccines', 'HIV', 'Cell Biology', 'Biochemistry']",['Microbiology'],['ASCI'],[],[],,jiri f. mestecky
1982,David,Marc,Mirvis,"['University of Tennessee, Memphis College of Medicine']","['Public Policy', 'Health care policy', 'Health services research', 'Administration', 'Cardiovascular Disease', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],['University of Tennessee Affiliates*'],"['University of Tennessee Health Science Center', 'University of Tennessee, Graduate School of Medicine', 'University of Tennessee, Memphis College of Medicine']",,david marc mirvis
1982,Aubrey,R.,Morrison,['Washington University School of Medicine in St. Louis'],"['Molecular Biology', 'Cell Biology', 'Nephrology', 'Internal Medicine']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,aubrey r. morrison
1982,Carl,J.,Pepine,['University of Florida College of Medicine'],"['Hypertension', 'Cardiovascular Disease', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,carl j. pepine
1982,Richard,M.,Pope,['Northwestern University Feinberg School of Medicine'],"['Monocytes', 'Immunology', 'Rheumatology']",['Rheumatology'],['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,richard m. pope
1982,Arnold,E.,Postlethwaite,[],[],[],['ASCI'],[],[],,arnold e. postlethwaite
1982,Alex,,Rabinovitch,['Sanford Research Center'],"['Diabetes', 'Metabolism', 'Immunology']","['Diabetes', 'Metabolism']",['ASCI'],[],[],,alex rabinovitch
1982,Elliot,J.,Rayfield,['Icahn School of Medicine at Mount Sinai'],"['Diabetes', 'Metabolism', 'Endocrinology']","['Diabetes', 'Metabolism', 'Endocrinology']",['ASCI'],['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,elliot j. rayfield
1982,Arleen,B.,Rifkind,[],[],[],['ASCI'],[],[],,arleen b. rifkind
1982,William,R.,Roeske,['University of Arizona College of Medicine'],"['Internal Medicine', 'Cardiology', 'Pharmacology']","['Internal Medicine', 'Cardiology']",['ASCI'],['University of Arizona Affiliates*'],"['University of Arizona Cancer Center', 'University of Arizona College of Medicine', 'University of Arizona Health Sciences']",,william r. roeske
1982,Bernard,A.,Roos,['University of Miami Miller School of Medicine'],"['Molecular Biology', 'Administration', 'Internal Medicine', 'Endocrinology', 'Cell Biology', 'Geriatrics']","['Internal Medicine', 'Endocrinology', 'Geriatrics']",['ASCI'],[],[],,bernard a. roos
1982,Jeffrey,,Ross,[],[],[],['ASCI'],[],[],,jeffrey ross
1982,Gerald,J.,Roth,['VAMC Seattle'],['Hematology'],['Hematology'],['ASCI'],['VAMC Affiliates*'],"['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration']",,gerald j. roth
1982,Morris,,Schambelan,"['University of California, San Francisco, School of Medicine']","['Diabetes', 'Nutrition', 'Metabolism', 'Physiology', 'Hypertension', 'Nephrology', 'Endocrinology', 'Internal Medicine']","['Diabetes', 'Metabolism', 'Nephrology', 'Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,morris schambelan
1982,Bruce,F.,Scharschmidt,[],"['Hepatology', 'Gastroenterology', 'Internal Medicine', 'Vaccines', 'Gene Transfer/Gene Therapy']","['Hepatology', 'Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,bruce f. scharschmidt
1982,Gino,V.,Segre,[],[],[],['ASCI'],[],[],,gino v. segre
1982,Lewis,B.,Sheiner,[],[],[],['ASCI'],[],[],,lewis b. sheiner
1982,Michael,J.,Sole,['University of Toronto Faculty of Medicine'],"['Pharmacology', 'Biochemistry', 'Genetics', 'Physiology', 'Cardiovascular Disease', 'Cardiology', 'Hypertension', 'Molecular Biology', 'Cell Biology', 'Metabolism', 'Nutrition', 'Health services research']","['Genetics', 'Cardiovascular Disease', 'Cardiology', 'Metabolism']",['ASCI'],[],[],,michael j. sole
1982,Andrew,H.,Soll,"['University of California, Los Angeles, David Geffen School of Medicine']","['Informatics', 'Gastroenterology', 'Internal Medicine']","['Informatics', 'Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,andrew h. soll
1982,Eugene,W,Straus,[],[],[],['ASCI'],[],[],,eugene w straus
1982,Harold,C.,Strauss,[],[],[],['ASCI'],[],[],,harold c. strauss
1982,Karl,T.,Weber,"['University of Tennessee, Memphis College of Medicine']","['Cardiovascular Disease', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],['University of Tennessee Affiliates*'],"['University of Tennessee Health Science Center', 'University of Tennessee, Graduate School of Medicine', 'University of Tennessee, Memphis College of Medicine']",,karl t. weber
1982,Frederick,A.,Wilson,['Medical University of South Carolina College of Medicine'],['Gastroenterology'],['Gastroenterology'],['ASCI'],[],[],,frederick a. wilson
1982,Lee,Alan,Witters,['Dartmouth Geisel School of Medicine'],"['Endocrinology', 'Biochemistry', 'Metabolism']","['Endocrinology', 'Metabolism']",['ASCI'],[],[],,lee alan witters
1982,David,J,Wyler,[],[],[],['ASCI'],[],[],,david j wyler
1983,N.,Franklin,Adkinson,['Johns Hopkins University School of Medicine'],"['Internal Medicine', 'Allergy', 'Immunology']","['Internal Medicine', 'Allergy']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,n. franklin adkinson
1983,Zalman,S,Agus,[],[],[],['ASCI'],[],[],,zalman s agus
1983,Carl,S,Apstein,[],[],[],['ASCI'],[],[],,carl s apstein
1983,Peter,S.,Aronson,['Yale School of Medicine'],"['Nephrology', 'Physiology']",['Nephrology'],['ASCI'],[],[],,peter s. aronson
1983,Ronald,S.,Aronson,['Columbia University College of Physicians & Surgeons'],"['Cardiovascular Disease', 'Cardiology', 'Biophysics', 'Hypertension']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,ronald s. aronson
1983,Lewis,C.,Becker,['Johns Hopkins University School of Medicine'],"['Cardiology', 'Internal Medicine', 'Cardiovascular Disease', 'Nuclear Medicine', 'Physiology']","['Cardiology', 'Internal Medicine', 'Cardiovascular Disease', 'Nuclear Medicine']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,lewis c. becker
1983,Joel,S.,Bennett,['University of Pennsylvania Perelman School of Medicine'],"['Internal Medicine', 'Biochemistry', 'Hematology', 'Cell Biology', 'Oncology']","['Internal Medicine', 'Hematology']",['ASCI'],[],[],,joel s. bennett
1983,Jay,A.,Berzofsky,['National Institutes of Health'],"['Internal Medicine', 'Vaccines', 'Oncology', 'Biochemistry', 'Immunology']",['Internal Medicine'],['ASCI'],[],[],,jay a. berzofsky
1983,David,R.,Bickers,['Columbia University College of Physicians & Surgeons'],"['Toxicology', 'Dermatology', 'Oncology']","['Toxicology', 'Dermatology']",['ASCI'],[],[],,david r. bickers
1983,David,,Boldt,"['UT Health San Antonio, Joe R. & Teresa Lozano Long School of Medicine']","['Cell Biology', 'Genetics', 'Bone marrow transplantation', 'Hematology', 'Immunology', 'Oncology', 'Molecular Biology', 'Biochemistry']","['Genetics', 'Bone marrow transplantation', 'Hematology']",['ASCI'],[],[],,david boldt
1983,Aubrey,,Boyd,[],[],[],['ASCI'],[],[],,aubrey boyd
1983,Michael,R.,Boyd,[],"['Drug Development', 'Experimental Therapeutics', 'Cancer biology', 'Toxicology', 'Administration', 'Pharmacology', 'Oncology']",['Toxicology'],['ASCI'],[],[],,michael r. boyd
1983,Robert,A.,Branch,['University of Pittsburgh School of Medicine'],"['Pharmacology', 'Metabolism', 'Nephrology', 'Genetics', 'Toxicology', 'Hepatology', 'Epidemiology', 'Drug Development']","['Metabolism', 'Nephrology', 'Genetics', 'Toxicology', 'Hepatology']",['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,robert a. branch
1983,Donald,Craig,Brater,[],"['Internal Medicine', 'Pharmacology', 'General Medicine']","['Internal Medicine', 'General Medicine']",['ASCI'],[],[],,donald craig brater
1983,John,E.,Buerkert,['Columbia Nephrology Associates'],['Nephrology'],['Nephrology'],['ASCI'],[],[],,john e. buerkert
1983,Louis,Maximilian,Buja,['University of Texas Health Science Center at Houston'],"['Pathology', 'Cardiovascular Disease']","['Pathology', 'Cardiovascular Disease']",['ASCI'],['University of Texas at Houston Affiliates*'],"['University of Texas Health Science Center at Houston', 'University of Texas Medical School at Houston']",,louis maximilian buja
1983,John,J.,Byrnes,"['VAMC Miami', 'University of Miami Miller School of Medicine']","['Oncology', 'Bone marrow transplantation', 'Hematology', 'Virology', 'Administration', 'Molecular Biology']","['Bone marrow transplantation', 'Hematology']",['ASCI'],['VAMC Affiliates*'],"['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration']",,john j. byrnes
1983,Kiron,M.,Das,"['Rutgers, New Jersey Medical School']","['Biochemistry', 'Gastroenterology', 'Immunology']",['Gastroenterology'],['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,kiron m. das
1983,Mark,,Donowitz,['Johns Hopkins University School of Medicine'],['Gastroenterology'],['Gastroenterology'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,mark donowitz
1983,Thomas,D.,DuBose,['Wake Forest University School of Medicine'],"['Physiology', 'Cell Biology', 'Nephrology', 'Hypertension', 'Molecular Biology', 'Internal Medicine']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,thomas d. dubose
1983,William,A,Eaton,[],[],[],['ASCI'],[],[],,william a eaton
1983,Henry,F.,Epstein,[],[],[],['ASCI'],[],[],,henry f. epstein
1983,Mitchell,H,Gail,[],[],[],['ASCI'],[],[],,mitchell h gail
1983,Anne,A.,Gershon,['Columbia University College of Physicians & Surgeons'],['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,anne a. gershon
1983,Vay,Liang W.,Go,"['University of California, Los Angeles, David Geffen School of Medicine']","['Endocrinology', 'Gastroenterology', 'Nutrition']","['Endocrinology', 'Gastroenterology']",['ASCI'],[],[],,vay liang w. go
1983,Harry,B.,Greenberg,['Stanford University School of Medicine'],"['Immunology', 'Virology', 'Gastroenterology', 'Hepatology', 'Infectious Disease', 'Microbiology', 'Biochemistry', 'Vaccines']","['Gastroenterology', 'Hepatology', 'Infectious Disease', 'Microbiology']",['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,harry b. greenberg
1983,David,J.,Greenblatt,"['Tufts Medical Center', 'Tufts University School of Medicine']","['Pharmacology', 'Geriatrics', 'Psychiatry', 'Toxicology']","['Geriatrics', 'Psychiatry', 'Toxicology']",['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,david j. greenblatt
1983,Roberto,J.,Groszmann,[],[],[],['ASCI'],[],[],,roberto j. groszmann
1983,Jeffrey,B.,Halter,['University of Michigan Medical School'],"['Diabetes', 'Metabolism', 'Endocrinology', 'Geriatrics']","['Diabetes', 'Metabolism', 'Endocrinology', 'Geriatrics']",['ASCI'],[],[],,jeffrey b. halter
1983,Barton,F.,Haynes,['Duke University School of Medicine'],"['Rheumatology', 'Immunology', 'Administration', 'Allergy', 'Infectious Disease']","['Rheumatology', 'Allergy', 'Infectious Disease']",['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,barton f. haynes
1983,David,P,Henry,[],[],[],['ASCI'],[],[],,david p henry
1983,Martin,S.,Hirsch,"['Harvard Medical School, Massachusetts General Hospital']","['Infectious Disease', 'Immunology', 'Internal Medicine', 'Microbiology', 'Virology']","['Infectious Disease', 'Internal Medicine', 'Microbiology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,martin s. hirsch
1983,H.,David,Humes,['University of Michigan Medical School'],"['Cell Biology', 'Biomedical Engineering', 'Developmental Biology', 'Nephrology', 'Internal Medicine', 'Molecular Biology']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,h. david humes
1983,D,Roger,Illingworth,[],[],[],['ASCI'],[],[],,d roger illingworth
1983,M.,Colin,Jordan,[],[],[],['ASCI'],[],[],,m. colin jordan
1983,Richard,E.,Kerber,[],[],[],['ASCI'],[],[],,richard e. kerber
1983,William,J.,Koopman,['University of Alabama at Birmingham School of Medicine'],"['Internal Medicine', 'Immunology', 'Rheumatology']","['Internal Medicine', 'Rheumatology']",['ASCI'],[],[],,william j. koopman
1983,Gerald,G.,Krueger,[],[],[],['ASCI'],[],[],,gerald g. krueger
1983,Rajiv,,Kumar,['Mayo Clinic'],"['Internal Medicine', 'Biochemistry', 'Metabolism', 'Nephrology', 'Endocrinology', 'Molecular Biology']","['Internal Medicine', 'Metabolism', 'Nephrology', 'Endocrinology']",['ASCI'],[],[],,rajiv kumar
1983,Peter,O,Kwiterovich,[],[],[],['ASCI'],[],[],,peter o kwiterovich
1983,Carl,V.,Leier,['Ohio State University College of Medicine'],"['Cardiology', 'Cardiovascular Disease', 'Geriatrics', 'Pharmacology', 'Critical Care Medicine', 'Internal Medicine']","['Cardiology', 'Cardiovascular Disease', 'Geriatrics', 'Critical Care Medicine', 'Internal Medicine']",['ASCI'],[],[],,carl v. leier
1983,David,Z.,Levine,['University of Ottawa Faculty of Medicine'],"['Nephrology', 'Physiology']",['Nephrology'],['ASCI'],[],[],,david z. levine
1983,Meyer,D,Lifschitz,[],"['Nephrology', 'Pharmacology', 'Bioethics', 'Physiology', 'Internal Medicine', 'Administration', 'Hypertension']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,meyer d lifschitz
1983,Melvin,,Lopata,"['Jesse Brown VA Medical Center', 'University of Illinois College of Medicine']","['Internal Medicine', 'Critical Care Medicine', 'Pulmonology', 'Physiology']","['Internal Medicine', 'Critical Care Medicine', 'Pulmonology']",['ASCI'],['University of Illinois Affiliates*'],"['University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign', 'University of Illinois College of Medicine']",,melvin lopata
1983,Richard,P.,MacDermott,['Albany Medical College'],"['Gastroenterology', 'Immunology', 'Internal Medicine']","['Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,richard p. macdermott
1983,William,B.,Malarkey,['Ohio State University College of Medicine'],"['Internal Medicine', 'Endocrinology', 'Immunology']","['Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,william b. malarkey
1983,Melvin,L,Marcus,[],[],[],['ASCI'],[],[],,melvin l marcus
1983,Kevin,J.,Martin,['St. Louis University School of Medicine'],"['Endocrinology', 'Nephrology']","['Endocrinology', 'Nephrology']",['ASCI'],['St. Louis University Affiliates*'],"['St. Louis University Health Science Center', 'St. Louis University School of Medicine']",,kevin j. martin
1983,Jay,Wolf,Mason,[],"['Cardiovascular Disease', 'Internal Medicine', 'Cardiology']","['Cardiovascular Disease', 'Internal Medicine', 'Cardiology']",['ASCI'],[],[],,jay wolf mason
