From,To,Type,Strenght
"NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Cypess, Aaron (M.)",Institution-Associate,10
"NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Germino, Gregory (G.)",Institution-Associate,10
"NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Gershengorn, Marvin (C.)",Institution-Associate,10
"NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Reitman, Marc (L)",Institution-Associate,10
"NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Tisdale, John (F.)",Institution-Associate,10
Howard Hughes Medical Institute,"Bennett, Vann",Institution-Associate,10
Howard Hughes Medical Institute,"Cheung, Vivian (G.)",Institution-Associate,10
Howard Hughes Medical Institute,"Clapham, David (E.)",Institution-Associate,10
Howard Hughes Medical Institute,"Clapham, David (E.)",Institution-Associate,10
Howard Hughes Medical Institute,"Cooper, Max (D.)",Institution-Associate,10
Howard Hughes Medical Institute,"Dietz, III",Institution-Associate,10
Howard Hughes Medical Institute,"Ginsburg, David",Institution-Associate,10
Howard Hughes Medical Institute,"Goldberg, Daniel (E.)",Institution-Associate,10
Howard Hughes Medical Institute,"Murphy, Kenneth (M.)",Institution-Associate,10
Howard Hughes Medical Institute,"Nussenzweig, Michel (C.)",Institution-Associate,10
Howard Hughes Medical Institute,"Ptáček, Louis (J.)",Institution-Associate,10
Howard Hughes Medical Institute,"Sawyers, Charles (L.)",Institution-Associate,10
Howard Hughes Medical Institute,"Taylor, J. (Paul)",Institution-Associate,10
Howard Hughes Medical Institute,"Weiss, Arthur",Institution-Associate,10
Howard Hughes Medical Institute,"Witte, Owen (N.)",Institution-Associate,10
Howard Hughes Medical Institute,"Zon, Leonard (I.)",Institution-Associate,10
University of Cologne,"Benzing, Thomas",Institution-Associate,10
University of Pittsburgh Children's Hospital,"Berger, Rachel",Institution-Associate,10
University of Pittsburgh Children's Hospital,"Ho, Jacqueline",Institution-Associate,10
University of Pittsburgh Children's Hospital,"Kühn, Bernhard",Institution-Associate,10
University Medical Center of Princeton,"Bergmann, Steven (R)",Institution-Associate,10
Children's Hospital of Philadelphia,"Bessler, Monica",Institution-Associate,10
Children's Hospital of Philadelphia,"Blobel, Gerd",Institution-Associate,10
Children's Hospital of Philadelphia,"Brodeur, Garrett (M.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Douglas, Steven (D.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Fiks, Alexander (G.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Gerber, Jeffrey (S.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Grunstein, Michael",Institution-Associate,10
Children's Hospital of Philadelphia,"Heuckeroth, Robert (O.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Horwitz, Edwin (M.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Levine, Michael (A.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Maris, John (M.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Poncz, Mortimer",Institution-Associate,10
Children's Hospital of Philadelphia,"Russell, J. (Eric)",Institution-Associate,10
Children's Hospital of Philadelphia,"Teachey, David (T.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Wolf, Bryan (A.)",Institution-Associate,10
Children's Hospital of Philadelphia,"Worthen, G. (Scott)",Institution-Associate,10
Children's Hospital of Philadelphia,"Young, Lisa (R.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Bezerra, Jorge (A.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Byrd, John (C.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Finkelman, Fred (D.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Giannella, Ralph (A.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Grabowski, Gregory (A.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Harley, John (B.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Harrison, Donald",Institution-Associate,10
University of Cincinnati College of Medicine,"Hershey, Gurjit (K. Khurana)",Institution-Associate,10
University of Cincinnati College of Medicine,"Hostetter, Margaret",Institution-Associate,10
University of Cincinnati College of Medicine,"Jobe, Alan (H.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Luke, Robert (G.)",Institution-Associate,10
University of Cincinnati College of Medicine,"McCormack, Francis",Institution-Associate,10
University of Cincinnati College of Medicine,"Muglia, Louis (J.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Nebert, Daniel (W.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Patel, Shailendra (B.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Rothenberg, Marc (E.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Strauss, Arnold (W.)",Institution-Associate,10
University of Cincinnati College of Medicine,"Way, Sing (Sing)",Institution-Associate,10
Cincinnati Children's Hospital,"Bezerra, Jorge (A.)",Institution-Associate,10
Cincinnati Children's Hospital,"Grabowski, Gregory (A.)",Institution-Associate,10
Cincinnati Children's Hospital,"Hershey, Gurjit (K. Khurana)",Institution-Associate,10
Cincinnati Children's Hospital,"Muglia, Louis (J.)",Institution-Associate,10
Cincinnati Children's Hospital,"Rothenberg, Marc (E.)",Institution-Associate,10
Cincinnati Children's Hospital,"Strauss, Arnold (W.)",Institution-Associate,10
Cincinnati Children's Hospital,"Takebe, Takanori",Institution-Associate,10
Cincinnati Children's Hospital,"Way, Sing (Sing)",Institution-Associate,10
Cincinnati Children's Hospital,"Whitsett, Jeffrey (A.)",Institution-Associate,10
Massachusetts Institute of Technology,"Bhatia, Sangeeta (N.)",Institution-Associate,10
Massachusetts Institute of Technology,"Bonventre, Joseph (V.)",Institution-Associate,10
Massachusetts Institute of Technology,"Edelman, Elazer (R.)",Institution-Associate,10
Massachusetts Institute of Technology,"Vander Heiden, Matthew (G.)",Institution-Associate,10
"Michael G. DeGroote School of Medicine, McMaster University","Bienenstock, John",Institution-Associate,10
"Michael G. DeGroote School of Medicine, McMaster University","Ginsberg, Jeffrey",Institution-Associate,10
"Michael G. DeGroote School of Medicine, McMaster University","Hirsh, Jack",Institution-Associate,10
"Michael G. DeGroote School of Medicine, McMaster University","Kelton, John (G.)",Institution-Associate,10
"Michael G. DeGroote School of Medicine, McMaster University","Weitz, Jeffrey (I.)",Institution-Associate,10
Children's Nutrition Research Center,"Bier, Dennis (M.)",Institution-Associate,10
VAMC San Francisco,"Bikle, Daniel (D.)",Institution-Associate,10
VAMC San Francisco,"Kim, Young (S.)",Institution-Associate,10
Novartis Pharmaceuticals Corporation,"Bilheimer, David (W.)",Institution-Associate,10
Novartis Pharmaceuticals Corporation,"Strieter, Robert (M.)",Institution-Associate,10
Pfizer,"Birnbaum, Morris (J.)",Institution-Associate,10
Pfizer,"Welgus, Howard",Institution-Associate,10
University of Massachusetts Medical School,"Blacklow, Neil (R.)",Institution-Associate,10
University of Massachusetts Medical School,"Donahue, J. (Kevin)",Institution-Associate,10
University of Massachusetts Medical School,"Ennis, Francis (A.)",Institution-Associate,10
University of Massachusetts Medical School,"Finberg, Robert (W.)",Institution-Associate,10
University of Massachusetts Medical School,"Gaasch, William",Institution-Associate,10
University of Massachusetts Medical School,"Golenbock, Douglas",Institution-Associate,10
University of Massachusetts Medical School,"Harlan, David (M.)",Institution-Associate,10
University of Massachusetts Medical School,"Harris, John (E.)",Institution-Associate,10
University of Massachusetts Medical School,"Houghton, JeanMarie",Institution-Associate,10
University of Massachusetts Medical School,"Klempner, Mark (S.)",Institution-Associate,10
University of Massachusetts Medical School,"Luban, Jeremy",Institution-Associate,10
University of Massachusetts Medical School,"Newburger, Peter (E.)",Institution-Associate,10
University of Massachusetts Medical School,"Ram, Sanjay",Institution-Associate,10
University of Massachusetts Medical School,"Reppert, Steven (M.)",Institution-Associate,10
University of Massachusetts Medical School,"Sullivan, John (L.)",Institution-Associate,10
University of Massachusetts Medical School,"Trivedi, Chinmay (M.)",Institution-Associate,10
University of Massachusetts Medical School,"Zurier, Robert (B.)",Institution-Associate,10
Fund for Inherited Disease Research,"Blaese, R. (Michael)",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Blaser, Martin",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Brant, Steven",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Gocke, David",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Lianos, Elias (A.)",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Omary, Bishr",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Radovick, Sally",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Rubin, Arnold (D.)",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Spector, Reynold",Institution-Associate,10
"Rutgers, Robert Wood Johnson Medical School","Wondisford, Fredric",Institution-Associate,10
Liver Consultants of Cincinnati,"Blitzer, Bennett (L)",Institution-Associate,10
The Scripps Research Institute,"Bloom, Floyd (E.)",Institution-Associate,10
The Scripps Research Institute,"Buxbaum, Joel (N.)",Institution-Associate,10
The Scripps Research Institute,"Cooper, Neil (R.)",Institution-Associate,10
The Scripps Research Institute,"Ditzel, Henrik (J.)",Institution-Associate,10
The Scripps Research Institute,"Griffin, John (H)",Institution-Associate,10
The Scripps Research Institute,"Lotz, Martin",Institution-Associate,10
The Scripps Research Institute,"McMillan, Robert",Institution-Associate,10
The Scripps Research Institute,"Oldstone, Michael (B.A.)",Institution-Associate,10
The Scripps Research Institute,"Paulson, James (C.)",Institution-Associate,10
The Scripps Research Institute,"Ruf, Wolfram",Institution-Associate,10
The Scripps Research Institute,"Ruggeri, Zaverio (M.)",Institution-Associate,10
The Scripps Research Institute,"Teyton, Luc",Institution-Associate,10
The Scripps Research Institute,"Theofilopoulos, Argyrios (N.)",Institution-Associate,10
The Scripps Research Institute,"Topol, Eric",Institution-Associate,10
George Washington University School of Medicine & Health Sciences,"Bollard, Catherine (M.)",Institution-Associate,10
George Washington University School of Medicine & Health Sciences,"Faden, Alan (I.)",Institution-Associate,10
George Washington University School of Medicine & Health Sciences,"Gutierrez, Guillermo",Institution-Associate,10
George Washington University School of Medicine & Health Sciences,"Masur, Henry",Institution-Associate,10
University of Louisville School of Medicine,"Bolli, Roberto",Institution-Associate,10
University of Louisville School of Medicine,"Ildstad, Suzanne",Institution-Associate,10
University of Louisville School of Medicine,"Prabhu, Sumanth (D.)",Institution-Associate,10
University of Louisville School of Medicine,"Winters, Stephen (J.)",Institution-Associate,10
SUNY Downstate Medical Center,"Borer, Jeffrey (S.)",Institution-Associate,10
SUNY Downstate Medical Center,"Dreizen, Paul",Institution-Associate,10
SUNY Downstate Medical Center,"Lebovitz, Harold (E.)",Institution-Associate,10
SUNY Downstate Medical Center,"McCormack, William (M.)",Institution-Associate,10
SUNY Downstate Medical Center,"Taylor, Ian",Institution-Associate,10
Johns Hopkins Medical Institutes,"Boulware, Ebony",Institution-Associate,10
Johns Hopkins Medical Institutes,"Brennan, Daniel",Institution-Associate,10
Johns Hopkins Medical Institutes,"Needham, Dale",Institution-Associate,10
Johns Hopkins Medical Institutes,"Ray, Stuart (C.)",Institution-Associate,10
Johns Hopkins Medical Institutes,"Reich, Daniel (S.)",Institution-Associate,10
Johns Hopkins Medical Institutes,"Wang, Jiou",Institution-Associate,10
"BioMerieux, Inc","Bozzette, Samuel (A)",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Bradner, James (Jay)",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Coughlin, Shaun (R.)",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Dranoff, Glenn",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Engelman, Jeffrey",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Fishman, Mark (C.)",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Ganem, Donald (E.)",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Keating, Mark (T.)",Institution-Associate,10
Novartis Institutes for BioMedical Research,"Muslin, Anthony",Institution-Associate,10
